id,title,description,link,image_link,additional_image_link,price,availability,condition,brand,product_type,google_product_category
SPT-WP-3,Wedding Planner by SpectrTech — Offline Wedding Planning App (One File),"Complete wedding planner in one HTML file: guest list with RSVP and meals, seating chart with auto arrange, floor plan to scale, budget with estimated/quoted/final, vendors and payments, wedding day timeline, personalised invitations (PDF/ZIP) and more. 17 connected sections, 9 languages, works offline, no account, no subscription. Digital download.",https://spectrtech.github.io/wedding-planner/,https://spectrtech.github.io/pins/01-offline-wedding-planner.jpg,"https://spectrtech.github.io/pins/03-seating-chart-auto-arrange.jpg,https://spectrtech.github.io/pins/05-budget-estimated-quoted-final.jpg,https://spectrtech.github.io/pins/21-wedding-planner-9-languages.jpg",24.99 USD,in stock,new,SpectrTech,Software > Wedding Planning,Software > Computer Software
